error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
b4l-lbdivp-c-082,082,Error,b4l,IL,LBAPSPNT,Conformity,LBAPSPNT conforms,LBAPSPNT must be an integer between 0-1,Q4a. LBAPSPNT (seem less spontaneous and active than usual) must be an integer between 0-1,IF LBAPSPNT < 0 or LBAPSPNT > 1,,,,,
b4l-lbdivp-m-083,083,Error,b4l,IL,LBAPCONV,Missingness,LBAPCONV conditionally present,"If LBAPATHY = 1, then LBAPCONV cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4b. LBAPCONV (less likely to initiate a conversation) cannot be blank",IF LBAPATHY = 1 and LBAPCONV = blank,,"LBAPATHY, LBAPCONV",,,
b4l-lbdivp-m-084,084,Error,b4l,IL,LBAPCONV,Missingness,LBAPCONV conditionally blank,"If LBAPATHY not = 1, then LBAPCONV must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4b. LBAPCONV (less likely to initiate a conversation) must be blank",IF LBAPATHY not = 1 and LBAPCONV is not blank,,"LBAPATHY, LBAPCONV",,,
b4l-lbdivp-c-085,085,Error,b4l,IL,LBAPCONV,Conformity,LBAPCONV conforms,LBAPCONV must be an integer between 0-1,Q4b. LBAPCONV (less likely to initiate a conversation) must be an integer between 0-1,IF LBAPCONV < 0 or LBAPCONV > 1,,,,,
b4l-lbdivp-m-086,086,Error,b4l,IL,LBAPAFF,Missingness,LBAPAFF conditionally present,"If LBAPATHY = 1, then LBAPAFF cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4c. LBAPAFF (less affectionate or lacking in emotions) cannot be blank",IF LBAPATHY = 1 and LBAPAFF = blank,,"LBAPATHY, LBAPAFF",,,
b4l-lbdivp-m-087,087,Error,b4l,IL,LBAPAFF,Missingness,LBAPAFF conditionally blank,"If LBAPATHY not = 1, then LBAPAFF must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4c. LBAPAFF (less affectionate or lacking in emotions) must be blank",IF LBAPATHY not = 1 and LBAPAFF is not blank,,"LBAPATHY, LBAPAFF",,,
b4l-lbdivp-c-088,088,Error,b4l,IL,LBAPAFF,Conformity,LBAPAFF conforms,LBAPAFF must be an integer between 0-1,Q4c. LBAPAFF (less affectionate or lacking in emotions) must be an integer between 0-1,IF LBAPAFF < 0 or LBAPAFF > 1,,,,,
b4l-lbdivp-m-089,089,Error,b4l,IL,LBAPCHOR,Missingness,LBAPCHOR conditionally present,"If LBAPATHY = 1, then LBAPCHOR cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4d. LBAPCHOR (contribute less to household chores) cannot be blank",IF LBAPATHY = 1 and LBAPCHOR = blank,,"LBAPATHY, LBAPCHOR",,,
b4l-lbdivp-m-090,090,Error,b4l,IL,LBAPCHOR,Missingness,LBAPCHOR conditionally blank,"If LBAPATHY not = 1, then LBAPCHOR must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4d. LBAPCHOR (contribute less to household chores) must be blank",IF LBAPATHY not = 1 and LBAPCHOR is not blank,,"LBAPATHY, LBAPCHOR",,,
b4l-lbdivp-c-091,091,Error,b4l,IL,LBAPCHOR,Conformity,LBAPCHOR conforms,LBAPCHOR must be an integer between 0-1,Q4d. LBAPCHOR (contribute less to household chores) must be an integer between 0-1,IF LBAPCHOR < 0 or LBAPCHOR > 1,,,,,
b4l-lbdivp-m-092,092,Error,b4l,IL,LBAPINT,Missingness,LBAPINT conditionally present,"If LBAPATHY = 1, then LBAPINT cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4e. LBAPINT (seem less interested in the activities and plans of others) cannot be blank",IF LBAPATHY = 1 and LBAPINT = blank,,"LBAPATHY, LBAPINT",,,
b4l-lbdivp-m-093,093,Error,b4l,IL,LBAPINT,Missingness,LBAPINT conditionally blank,"If LBAPATHY not = 1, then LBAPINT must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4e. LBAPINT (seem less interested in the activities and plans of others) must be blank",IF LBAPATHY not = 1 and LBAPINT is not blank,,"LBAPATHY, LBAPINT",,,
b4l-lbdivp-c-094,094,Error,b4l,IL,LBAPINT,Conformity,LBAPINT conforms,LBAPINT must be an integer between 0-1,Q4e. LBAPINT (seem less interested in the activities and plans of others) must be an integer between 0-1,IF LBAPINT < 0 or LBAPINT > 1,,,,,
b4l-lbdivp-m-095,095,Error,b4l,IL,LBAPFAML,Missingness,LBAPFAML conditionally present,"If LBAPATHY = 1, then LBAPFAML cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4f. LBAPFAML (lost interest in friends and family members) cannot be blank",IF LBAPATHY = 1 and LBAPFAML = blank,,"LBAPATHY, LBAPFAML",,,
b4l-lbdivp-m-096,096,Error,b4l,IL,LBAPFAML,Missingness,LBAPFAML conditionally blank,"If LBAPATHY not = 1, then LBAPFAML must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4f. LBAPFAML (lost interest in friends and family members) must be blank",IF LBAPATHY not = 1 and LBAPFAML is not blank,,"LBAPATHY, LBAPFAML",,,
b4l-lbdivp-c-097,097,Error,b4l,IL,LBAPFAML,Conformity,LBAPFAML conforms,LBAPFAML must be an integer between 0-1,Q4f. LBAPFAML (lost interest in friends and family members) must be an integer between 0-1,IF LBAPFAML < 0 or LBAPFAML > 1,,,,,
b4l-lbdivp-m-098,098,Error,b4l,IL,LBAPINTR,Missingness,LBAPINTR conditionally present,"If LBAPATHY = 1, then LBAPINTR cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4g. LBAPINTR (less enthusiastic about his/her usual interests) cannot be blank",IF LBAPATHY = 1 and LBAPINTR = blank,,"LBAPATHY, LBAPINTR",,,
b4l-lbdivp-m-099,099,Error,b4l,IL,LBAPINTR,Missingness,LBAPINTR conditionally blank,"If LBAPATHY not = 1, then LBAPINTR must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4g. LBAPINTR (less enthusiastic about his/her usual interests) must be blank",IF LBAPATHY not = 1 and LBAPINTR is not blank,,"LBAPATHY, LBAPINTR",,,
b4l-lbdivp-c-100,100,Error,b4l,IL,LBAPINTR,Conformity,LBAPINTR conforms,LBAPINTR must be an integer between 0-1,Q4g. LBAPINTR (less enthusiastic about his/her usual interests) must be an integer between 0-1,IF LBAPINTR < 0 or LBAPINTR > 1,,,,,
b4l-lbdivp-m-101,101,Error,b4l,IL,LBAPOTH,Missingness,LBAPOTH conditionally present,"If LBAPATHY = 1, then LBAPOTH cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4h. LBAPOTH (show any other signs that he/ she doesn’t care about doing new things) cannot be blank",IF LBAPATHY = 1 and LBAPOTH = blank,,"LBAPATHY, LBAPOTH",,,
b4l-lbdivp-m-102,102,Error,b4l,IL,LBAPOTH,Missingness,LBAPOTH conditionally blank,"If LBAPATHY not = 1, then LBAPOTH must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4h. LBAPOTH (show any other signs that he/ she doesn’t care about doing new things) must be blank",IF LBAPATHY not = 1 and LBAPOTH is not blank,,"LBAPATHY, LBAPOTH",,,
b4l-lbdivp-c-103,103,Error,b4l,IL,LBAPOTH,Conformity,LBAPOTH conforms,LBAPOTH must be an integer between 0-1,Q4h. LBAPOTH (show any other signs that he/ she doesn’t care about doing new things) must be an integer between 0-1,IF LBAPOTH < 0 or LBAPOTH > 1,,,,,
